MIDAS,year,summer_secchi,summer_secchi_median,bottom_hit_rate,valid_bottom_flag_rate,n_stations,n_station_years,n_summer_dates,n_readings,seasonally_adjusted_secchi,seasonally_adjusted_secchi_median,all_year_bottom_hit_rate,all_year_n_stations,all_year_n_station_years,all_year_n_dates,all_year_n_readings
c1750,1981,4.45625,4.3,0.0,1.0,1,1,8,9,4.394019481690026,4.269499211135857,0.0,1,1,11,12
c1750,1982,4.325,4.25,0.0,1.0,1,1,8,8,4.362656300801631,4.279742480068862,0.0,1,1,10,10
c1750,1983,4.775,4.6,0.0,1.0,1,1,8,8,4.613809230227354,4.449530900423174,0.0,1,1,11,11
c1750,1984,4.699999999999999,5.0,0.0,1.0,1,1,9,9,4.502985533012263,4.579448733222103,0.0,1,1,12,12
c1750,1985,5.175,5.35,0.0,1.0,1,1,8,8,4.832656300801632,5.119499211135857,0.0,1,1,10,10
c1750,1986,3.7,3.05,0.0,1.0,1,1,8,8,3.528627921174886,3.0495309004231737,0.0,1,1,9,9
c1750,1987,4.975,4.9,0.0,1.0,1,1,8,8,4.684183476730442,4.2899857490018665,0.0,1,1,9,9
c1750,1988,5.5625,6.1,0.0,1.0,1,1,8,8,4.982656300801631,5.080241675287479,0.0,1,1,10,10
c1750,1989,4.8,5.15,0.0,1.0,1,1,8,8,4.482656300801631,4.66975832471252,0.0,1,1,10,10
c1750,1990,4.375,4.4,0.0,1.0,1,1,8,8,4.232656300801631,4.069205464289099,0.0,1,1,10,10
c1750,1991,4.975,5.0,0.0,1.0,1,1,8,8,4.762656300801631,4.770257519931137,0.0,1,1,10,10
c1750,2000,6.3,6.3,0.0,1.0,1,1,1,1,6.249530900423173,6.249530900423173,0.0,1,1,1,1
c1756,1999,2.6814285714285715,2.7,1.0,1.0,1,1,7,7,2.6886384427966896,2.6794992111358575,1.0,1,1,7,7
c1756,2000,2.5066666666666664,2.5,1.0,1.0,1,1,9,9,2.5386212255973746,2.4899857490018666,1.0,1,1,11,11
c1756,2001,2.6,2.6,1.0,1.0,1,1,8,8,2.6515302581147946,2.590484944220484,1.0,1,1,10,10
c1756,2013,4.975,5.0,0.0,1.0,1,1,4,5,5.005270061354047,4.990984139439102,0.0,1,1,7,9
c1756,2016,2.87,2.87,1.0,1.0,1,1,1,1,2.8195309004231737,2.8195309004231737,1.0,1,1,1,1
c1776,1976,1.6800000000000002,1.7,0.2,1.0,1,1,5,5,1.6779971498003736,1.6495309004231737,0.2,1,1,5,5
c1776,1977,1.3833333333333335,1.4,0.0,1.0,1,1,6,6,1.502664695471751,1.5909841394391022,0.14285714285714285,1,1,7,7
c1776,1978,1.46,1.4,0.0,1.0,1,1,5,5,1.4781968278878206,1.4909841394391021,0.0,1,1,5,5
c1776,1979,1.55,1.55,0.16666666666666666,1.0,1,1,6,6,1.5399194415708404,1.5904849442204845,0.16666666666666666,1,1,6,6
c1776,1980,1.8714285714285714,1.8,0.2857142857142857,1.0,1,1,7,7,1.918702691527647,1.8909841394391023,0.2222222222222222,1,1,9,9
c1776,1981,1.7857142857142858,1.8,0.0,1.0,1,1,7,7,1.8212575208790922,1.82381851978792,0.0,1,1,8,8
c1776,1982,2.5,2.5,1.0,1.0,1,1,1,1,2.5909841394391018,2.5909841394391018,1.0,1,1,1,1
c1776,1983,2.0714285714285716,2.1,0.14285714285714285,1.0,1,1,7,7,2.1605488976456786,2.0802416752874797,0.3,1,1,10,10
c1776,1984,2.1333333333333333,2.15,0.0,1.0,1,1,6,6,2.1468283147401612,2.190484944220484,0.0,1,1,6,6
c1776,1990,2.34,2.3,0.6,1.0,1,1,5,5,2.4280205962403083,2.4899857490018666,0.6666666666666666,1,1,6,6
c1776,1998,2.1794444444444445,2.125,0.1111111111111111,0.9444444444444444,1,1,9,17,2.173836766713686,2.165984139439102,0.1111111111111111,1,1,9,17
c1776,1999,2.1375,2.1624999999999996,0.0625,1.0,1,1,8,16,2.387988933227252,2.38225832471252,0.16666666666666666,1,1,12,24
c1776,2000,2.28125,2.375,0.08333333333333333,1.0,1,1,12,13,2.279357915395134,2.3495309004231735,0.07692307692307693,1,1,13,14
c1776,2001,2.6320833333333336,2.6875,0.20833333333333334,1.0,1,1,12,13,2.702971049807402,2.709515055779516,0.32142857142857145,1,1,14,15
c1776,2002,2.7357142857142853,2.8,0.0,1.0,1,1,7,7,2.8273114855568986,2.8495309004231735,0.2222222222222222,1,1,9,9
c1776,2003,2.8125,2.9,0.625,1.0,1,1,8,8,2.858432823597669,2.8899857490018666,0.6363636363636364,1,1,11,11
c1776,2004,2.34,2.34,0.0,1.0,1,1,2,2,2.475722646666338,2.3795309004231737,0.0,1,1,3,3
c1776,2005,2.1,2.1,0.0,1.0,1,1,1,1,2.0495309004231737,2.0495309004231737,0.0,1,1,1,1
c1776,2010,2.620357142857143,2.615,0.9285714285714286,1.0,1,1,7,15,2.60336406328831,2.6047424800688623,0.9375,1,1,8,17
c1776,2011,2.6005555555555557,2.7199999999999998,0.8888888888888888,1.0,1,1,9,16,2.6300994462217715,2.6695309004231738,0.9090909090909091,1,1,11,19
c1776,2012,2.705625,2.7325,1.0,1.0,1,1,8,13,2.7220302581147946,2.729742480068862,1.0,1,1,10,17
c1776,2013,2.91375,2.8775,0.875,1.0,1,1,4,7,2.9345302581147945,2.8995309004231737,0.9,1,1,5,9
c1776,2014,2.26,2.26,0.0,1.0,1,1,1,1,2.2294992111358574,2.2294992111358574,0.0,1,1,1,1
c1776,2018,2.79,2.79,0.0,1.0,1,1,1,1,2.7395309004231736,2.7395309004231736,0.0,1,1,1,1
c1776,2022,2.45,2.45,0.0,1.0,1,1,1,1,2.3995309004231737,2.3995309004231737,0.0,1,1,1,1
c1802,1974,3.5100000000000002,3.75,0.0,1.0,1,1,10,10,3.533678323379951,3.729742480068862,0.0,1,1,12,12
c1802,1975,4.182142857142857,4.0,0.0,1.0,2,2,35,36,4.165305990072278,4.015235346611176,0.0,2,2,39,40
c1802,1976,3.7217391304347824,3.775,0.0,1.0,2,2,37,37,3.7265708899571175,3.7495309004231734,0.0,2,2,41,41
c1802,1977,4.053846153846154,4.1,0.0,1.0,2,2,26,26,3.935994880186834,4.034644612567846,0.0,2,2,29,29
c1802,1978,4.3425,4.35,0.0,1.0,2,2,9,9,4.233777001519562,4.079522978101345,0.0,2,2,11,11
c1802,1980,4.9,4.9,0.0,1.0,2,2,3,3,4.849530900423174,4.849530900423174,0.0,2,2,3,3
c1802,1981,3.4883333333333333,3.5250000000000004,0.0,1.0,2,2,11,11,3.4913379861713247,3.49636511861513,0.0,2,2,14,14
c1802,1982,3.775,3.725,0.0,1.0,2,2,8,8,3.6210938346693853,3.5866747101055467,0.0,2,2,12,12
c1802,1983,3.7214285714285706,3.9499999999999997,0.0,1.0,2,2,14,14,3.6730070885422723,3.8092213089327567,0.0,2,2,18,18
c1802,1986,3.2,3.2,0.0,1.0,1,1,1,1,3.1495309004231737,3.1495309004231737,0.0,1,1,1,1
c1802,1987,1.3166666666666667,1.2,0.0,1.0,2,2,6,6,1.6511016837996353,1.2595150557795156,0.0,2,2,7,7
c1802,1988,2.1375,2.25,0.0,1.0,2,2,22,22,2.5444331544147327,2.8353633097539817,0.0,2,2,31,31
c1802,1989,3.6055555555555556,3.675,0.0,1.0,2,2,21,21,3.5582131820805802,3.5402353466111753,0.0,2,2,27,27
c1802,1990,3.368181818181818,3.35,0.0,1.0,2,2,22,22,3.3617283471643646,3.321658865461889,0.0,2,2,28,28
c1802,1991,2.4111111111111114,2.35,0.0,1.0,2,2,18,18,2.4504807572863467,2.513575250854916,0.0,2,2,22,22
c1802,1992,2.9571428571428573,2.875,0.0,1.0,2,2,15,15,2.942290949763189,2.8907349051809463,0.0,2,2,21,21
c1802,1993,2.9222222222222225,2.85,0.0,1.0,2,2,18,18,2.9058939528701018,2.8095150557795154,0.0,2,2,22,22
c1802,1994,3.2094444444444443,3.0,0.0,1.0,2,2,19,19,3.1973690978195144,3.040984139439102,0.0,2,2,21,21
c1802,1995,3.6333333333333333,3.7,0.0,1.0,2,2,18,18,3.6919761258105117,3.6893602600343076,0.0,2,2,24,24
c1802,1996,3.6111111111111107,3.6500000000000004,0.0,1.0,2,2,18,18,3.516976125810512,3.5098641145353646,0.0,2,2,24,24
c1802,1997,3.7462962962962965,3.8499999999999996,0.0,1.0,2,2,18,20,3.6311600522823775,3.679742480068862,0.0,2,2,22,24
c1802,1998,3.545,3.6875,0.0,0.9166666666666666,2,2,18,36,3.5886454332511217,3.7081743077148555,0.0,2,2,24,44
c1802,1999,4.492777777777778,4.6899999999999995,0.0,1.0,2,2,18,18,4.231978766584454,4.240363309753982,0.0,2,2,24,24
c1802,2000,3.0955555555555554,3.1,0.0,1.0,2,2,18,18,3.060937099917788,3.0402575199311377,0.0,2,2,24,28
c1802,2001,4.19825,4.1325,0.0,1.0,2,2,20,21,4.175986057725581,4.112030900423173,0.0,2,2,24,25
c1802,2002,3.686,3.6725000000000003,0.0,1.0,2,2,20,20,3.5664034161653317,3.459205464289099,0.0,2,2,26,26
c1802,2003,3.3056111111111113,3.1425,0.0,1.0,2,2,19,19,3.2715946417724933,3.1273942101771555,0.0,2,2,23,23
c1802,2004,2.718,2.9175,0.0,1.0,2,2,9,9,2.690661964145474,2.9377575199311377,0.0,2,2,9,9
c1802,2005,3.8540625,3.9637499999999997,0.0,1.0,2,2,16,18,3.6484549545882317,3.8477353466111754,0.0,2,2,20,22
c1802,2006,3.540833333333333,3.5250000000000004,0.0,1.0,2,2,18,20,3.4784689234460586,3.382279695147009,0.0,2,2,23,25
c1802,2007,3.6907589285714284,3.75,0.0,1.0,2,2,15,17,3.572995495217734,3.5615609979608736,0.0,2,2,21,23
c1802,2008,3.4589285714285714,3.285,0.0,1.0,2,2,14,15,3.382729310764495,3.2189117174423405,0.0,2,2,18,19
c1802,2009,3.1734375,3.04,0.0,1.0,2,2,16,20,3.196519481690026,3.0994487332221032,0.0,2,2,22,27
c1802,2010,2.9988888888888887,2.66,0.0,1.0,2,2,18,18,3.038208030013619,3.1426512905739736,0.0,2,2,22,23
c1802,2011,2.7541666666666664,2.8049999999999997,0.0,1.0,2,2,18,20,2.803640649768674,2.7747583247125203,0.0,2,2,22,26
c1802,2012,3.00625,2.75,0.0,1.0,2,2,16,17,3.019480027272137,2.8194021343948936,0.0,2,2,21,22
c1802,2013,3.0492857142857144,3.0549999999999997,0.0,1.0,2,2,14,16,3.0614361235618217,3.0272796951470085,0.0,2,2,19,22
c1802,2014,3.5607142857142855,3.5775,0.0,1.0,2,2,14,16,3.5065512019108116,3.5112420776781708,0.0,2,2,16,18
c1802,2015,2.7887500000000003,2.8225000000000002,0.0,1.0,2,2,16,16,2.8014056989526637,2.7045309004231735,0.0,2,2,18,18
c1802,2016,2.929702380952381,2.6975,0.0,1.0,2,2,13,15,2.948896735470033,2.9743177150065376,0.0,2,2,18,20
c1802,2017,2.7690625,2.8137499999999998,0.0,1.0,2,2,16,18,2.8333376635082077,2.88774167528748,0.0,2,2,22,24
c1802,2018,2.3002777777777776,2.3150000000000004,0.0,1.0,2,2,18,20,2.3970303165064655,2.560984139439102,0.0,2,2,22,24
c1802,2019,3.1109375000000004,3.1100000000000003,0.0,1.0,2,2,16,18,3.1105723656193303,3.09475832471252,0.0,2,2,18,20
c1802,2020,2.8567857142857145,2.8875,0.0,1.0,2,2,15,16,2.8786776322189915,3.0426509272228195,0.0,2,2,17,18
c1802,2021,2.9271875,3.0062499999999996,0.0,1.0,2,2,16,20,2.9450168100637746,3.06225832471252,0.0,2,2,18,22
c1802,2022,2.295,2.37,0.0,1.0,2,2,16,20,2.3727945878415526,2.474985749001867,0.0,2,2,18,24
c1802,2023,3.3414285714285716,3.5575,0.0,1.0,2,2,14,19,3.2741146786214603,3.2335752508549156,0.0,2,2,18,25
c1802,2024,2.8050595238095237,2.5174999999999996,0.0,1.0,2,2,13,17,2.940087745869735,2.9819021343948933,0.0,2,2,17,21
c1808,1982,0.65,0.65,0.0,1.0,1,1,2,2,0.6197583247125202,0.6197583247125202,0.0,1,1,2,2
c1808,1983,0.7,0.7,0.0,1.0,1,1,1,1,0.6495309004231736,0.6495309004231736,0.0,1,1,1,1
c1808,1998,0.9,0.9,0.0,1.0,1,1,1,3,0.8495309004231736,0.8495309004231737,0.0,1,1,1,3
c1808,2001,0.68,0.68,0.0,1.0,1,1,1,1,0.6295309004231737,0.6295309004231737,0.0,1,1,1,1
c1808,2004,0.73,0.73,0.0,1.0,1,1,1,2,0.6795309004231737,0.6795309004231737,0.0,1,1,1,2
c1808,2013,1.35,1.35,0.0,1.0,1,1,1,1,1.3194992111358579,1.3194992111358579,0.0,1,1,1,1
c1808,2014,0.42,0.42,0.0,1.0,1,1,1,1,0.3894992111358576,0.3894992111358576,0.0,1,1,1,1
c1808,2020,1.0,1.0,0.0,1.0,1,1,1,1,0.9495309004231737,0.9495309004231737,0.0,1,1,1,1
c1820,1976,1.22,1.2,0.0,1.0,1,1,5,5,1.2764829110740346,1.2797424800688622,0.0,1,1,6,6
c1820,1977,1.0666666666666667,1.05,0.0,1.0,1,1,6,6,1.2312361240431797,1.0909841394391022,0.0,1,1,7,7
c1820,1978,0.775,0.75,0.0,1.0,1,1,4,4,0.8002495976093089,0.7702575199311379,0.0,1,1,4,4
c1820,1979,0.86,0.6,0.0,1.0,1,1,5,5,0.8579971498003733,0.690984139439102,0.0,1,1,5,5
c1820,1980,0.7571428571428571,0.7,0.0,1.0,1,1,7,7,0.8137235941191163,0.759221308932757,0.0,1,1,10,10
c1820,1981,0.8333333333333334,0.8500000000000001,0.0,1.0,1,1,6,6,0.9828677740044099,0.890984139439102,0.0,1,1,7,7
c1820,1982,1.6,1.6,0.0,1.0,1,1,2,2,1.5697583247125202,1.5697583247125202,0.0,1,1,2,2
c1820,1985,1.9,1.9,0.0,1.0,1,1,1,1,1.6035910954985737,1.6035910954985737,0.0,1,1,2,2
c1820,1998,1.7333333333333334,1.7,0.0,1.0,1,1,1,3,1.6828642337565072,1.6495309004231737,0.0,1,1,1,3
c1820,2000,1.8250000000000002,1.65,0.0,1.0,1,1,4,4,1.8250000000000002,1.670257519931138,0.0,1,1,4,4
c1820,2001,1.684,1.82,0.0,1.0,1,1,5,5,1.6739061800846347,1.7695309004231738,0.0,1,1,5,5
c1820,2003,2.08,2.08,0.0,1.0,1,1,1,1,2.0295309004231736,2.0295309004231736,0.0,1,1,1,1
c1820,2005,2.325,2.325,0.0,1.0,1,1,1,2,2.2745309004231737,2.2745309004231737,0.0,1,1,1,2
c1820,2011,2.44,2.44,0.0,1.0,1,1,1,1,2.3895309004231735,2.3895309004231735,0.0,1,1,1,1
c1820,2013,2.96,2.96,0.0,1.0,1,1,1,1,2.9294992111358575,2.9294992111358575,0.0,1,1,1,1
c1820,2018,2.25,2.25,0.0,1.0,1,1,1,1,2.1995309004231736,2.1995309004231736,0.0,1,1,1,1
c1820,2022,2.38,2.11,0.0,1.0,1,1,5,6,2.4494171401639293,2.334515055779516,0.0,1,1,6,8
c1820,2023,3.057142857142857,2.82,0.0,1.0,1,1,7,9,3.0420592923734135,2.979205464289099,0.0,1,1,8,11
c1820,2024,2.4528571428571424,2.4299999999999997,0.0,1.0,1,1,7,13,2.5239342923734136,2.4597424800688623,0.0,1,1,8,15
c1870,2000,1.0,1.0,1.0,1.0,1,1,1,2,0.9694992111358576,0.9694992111358576,1.0,1,1,1,2
c1888,1988,5.1625,5.05,0.0,1.0,1,1,8,8,4.896093834669386,5.040484944220484,0.0,1,1,12,12
c1888,1989,5.0,5.0,0.0,1.0,1,1,1,1,4.949530900423174,4.949530900423174,0.0,1,1,1,1
c1892,1983,3.0,3.0,0.0,1.0,1,1,1,1,2.9899857490018666,2.9899857490018666,0.0,1,1,1,1
c1892,1987,3.2222222222222223,3.2,0.0,1.0,1,1,9,9,3.1611454332511215,3.1576512905739733,0.0,1,1,12,12
c1892,1988,3.2444444444444445,3.5,0.0,1.0,1,1,9,9,3.288653481684824,3.469205464289099,0.0,1,1,14,14
c1892,1989,3.2933333333333334,3.3,0.0,1.0,1,1,15,15,3.345360596792346,3.3799479284407212,0.0,1,1,22,22
c1892,1990,3.125,3.1500000000000004,0.0,1.0,1,1,4,4,3.2239182134911823,3.189985749001867,0.0,1,1,5,5
c1892,1991,3.1125,3.1,0.0,1.0,1,1,8,8,3.1904977023144228,3.1694992111358578,0.0,1,1,11,11
c1892,1992,3.175,3.1500000000000004,0.0,1.0,1,1,8,8,3.2326563008016316,3.2194992111358576,0.0,1,1,10,10
c1892,1994,3.1999999999999997,3.2,0.0,1.0,1,1,3,3,3.3074013296135107,3.3409841394391018,0.0,1,1,4,4
c1892,1995,4.3,4.3,0.0,1.0,1,1,1,1,4.249530900423173,4.249530900423173,0.0,1,1,1,1
c1892,2002,4.03,4.045,0.0,1.0,1,1,8,8,4.03,4.024742480068863,0.0,1,1,8,8
c1892,2003,3.941666666666667,3.925,0.0,1.0,1,1,6,7,3.911338620186966,3.894499211135858,0.0,1,1,6,7
c1892,2004,3.85,3.8,0.0,1.0,1,1,5,5,3.8980454871249095,3.940984139439102,0.0,1,1,7,7
c1892,2005,4.13,4.0,0.0,1.0,1,1,5,5,4.100898102941007,3.957651290573973,0.0,1,1,7,7
c1892,2020,3.74375,3.5,0.0,1.0,1,1,8,8,3.7298790797158157,3.6189117174423404,0.0,1,1,9,9
c1892,2021,3.3428571428571425,3.2,0.0,1.0,1,1,7,7,3.2550892633346766,3.190984139439102,0.0,1,1,9,9
c1892,2022,3.0999999999999996,3.1,0.0,1.0,1,1,9,9,3.1086427924771787,3.090484944220484,0.0,1,1,12,12
c1892,2023,3.0625,3.1,0.0,1.0,1,1,8,8,3.061961254508219,3.0694992111358577,0.0,1,1,9,9
c1892,2024,3.1380000000000003,2.95,0.0,1.0,1,1,10,10,3.119525083618305,2.990984139439102,0.0,1,1,12,12
c1896,1983,2.9,2.9,0.0,1.0,1,1,1,1,2.8899857490018666,2.8899857490018666,0.0,1,1,1,1
c1896,1987,3.1555555555555554,3.2,0.0,1.0,1,1,9,9,3.1111454332511213,3.1576512905739733,0.0,1,1,12,12
c1896,1988,3.388888888888889,3.5,0.0,1.0,1,1,9,9,3.3743677673991095,3.4334743479976892,0.0,1,1,14,14
c1896,1989,3.2363636363636363,3.3,0.0,1.0,1,1,11,11,3.2882674995250554,3.3689117174423404,0.0,1,1,15,15
c1896,1990,3.2,3.25,0.0,1.0,1,1,4,4,3.2839182134911824,3.2899857490018665,0.0,1,1,5,5
c1896,1991,3.125,3.1,0.0,1.0,1,1,8,8,3.172315884132605,3.0899857490018667,0.0,1,1,11,11
c1896,1992,3.2125,3.25,0.0,1.0,1,1,8,8,3.242656300801631,3.2535910954985736,0.0,1,1,10,10
c1896,1994,3.233333333333333,3.2,0.0,1.0,1,1,3,3,3.307401329613511,3.3243177150065377,0.0,1,1,4,4
c1896,1995,4.6,4.6,0.0,1.0,1,1,1,1,4.549530900423173,4.549530900423173,0.0,1,1,1,1
c1896,1996,4.5,4.5,0.0,1.0,1,1,1,1,4.449530900423174,4.449530900423174,0.0,1,1,1,1
c1896,2001,4.9,4.9,0.0,1.0,1,1,1,1,4.849530900423174,4.849530900423174,0.0,1,1,1,1
c1896,2002,4.8275,4.885,0.0,1.0,1,1,8,8,4.8275,4.85024167528748,0.0,1,1,8,8
c1896,2003,3.608333333333333,3.6,0.0,1.0,1,1,6,6,3.578005286853633,3.5797424800688624,0.0,1,1,6,6
c1896,2004,3.7083333333333335,3.725,0.0,1.0,1,1,6,6,3.7319772026262776,3.7743177150065375,0.0,1,1,8,8
c1896,2005,3.94,3.75,0.0,1.0,1,1,5,5,3.965183817226721,3.957651290573973,0.0,1,1,7,7
c1896,2006,4.1,4.1,0.0,1.0,1,1,1,1,4.049530900423173,4.049530900423173,0.0,1,1,1,1
c1896,2020,3.4875,3.6,0.0,1.0,1,1,8,8,3.5298790797158155,3.6495309004231737,0.0,1,1,9,9
c1896,2021,3.5785714285714287,3.55,0.0,1.0,1,1,7,7,3.510644818890232,3.4909841394391017,0.0,1,1,9,9
c1896,2022,3.18125,3.225,0.0,1.0,1,1,8,8,3.15765584532639,3.1576512905739733,0.0,1,1,11,11
c1896,2023,2.95,2.95,0.0,1.0,1,1,8,8,2.9397390322859973,2.8694992111358575,0.0,1,1,9,9
c1896,2024,3.2350000000000003,3.125,0.0,1.0,1,1,10,10,3.196191750284972,3.1535910954985735,0.0,1,1,12,12
c1906,1996,6.4,6.4,0.0,1.0,1,1,1,1,6.349530900423174,6.349530900423174,0.0,1,1,1,1
c1914,1989,4.2,4.2,0.0,1.0,1,1,1,1,4.149530900423174,4.149530900423174,0.0,1,1,1,1
c1914,1996,4.8,4.8,0.0,1.0,1,1,1,1,4.749530900423173,4.749530900423173,0.0,1,1,1,1
c1914,2024,4.09,4.09,0.0,1.0,1,1,1,2,4.0799857490018665,4.0799857490018665,0.0,1,1,1,2
c1916,1989,4.3,4.3,0.0,1.0,1,1,1,1,4.249530900423173,4.249530900423173,0.0,1,1,1,1
c1916,1996,4.7,4.7,0.0,1.0,1,1,1,1,4.649530900423174,4.649530900423174,0.0,1,1,1,1
c1916,2024,3.85,3.85,0.0,1.0,1,1,1,1,3.8399857490018667,3.8399857490018667,0.0,1,1,1,1
c1918,1989,3.9,3.9,0.0,1.0,1,1,1,1,3.8495309004231735,3.8495309004231735,0.0,1,1,1,1
c1920,1989,3.7,3.7,0.0,1.0,1,1,1,1,3.6495309004231737,3.6495309004231737,0.0,1,1,1,1
c1920,1996,4.1,4.1,0.0,1.0,1,1,1,1,4.049530900423173,4.049530900423173,0.0,1,1,1,1
c1938,1989,9.0,9.0,0.0,1.0,1,1,1,1,8.949530900423175,8.949530900423175,0.0,1,1,1,1
c1938,1996,10.0,10.0,0.0,1.0,1,1,1,1,9.949530900423175,9.949530900423175,0.0,1,1,1,1
c1938,1999,8.7,8.7,0.0,1.0,1,1,1,1,8.649530900423175,8.649530900423175,0.0,1,1,1,1
c1938,2024,7.05,7.05,0.0,1.0,1,1,1,1,7.0399857490018665,7.0399857490018665,0.0,1,1,1,1
c1958,2016,3.94,3.94,0.0,1.0,1,1,1,1,3.8895309004231735,3.8895309004231735,0.0,1,1,1,1
c2004,1977,7.0,7.0,0.0,1.0,1,1,1,1,7.172182919006059,7.16891171744234,0.0,1,1,3,3
c2004,1979,5.5,5.5,0.0,1.0,1,1,1,1,5.469499211135857,5.469499211135857,0.0,1,1,1,1
c2004,1987,6.5,6.5,0.0,1.0,1,1,1,1,6.449530900423174,6.449530900423174,0.0,1,1,1,1
c2004,2005,6.154,6.15,0.0,1.0,1,1,5,9,6.17219682788782,6.139985749001866,0.0,1,1,5,9
c2004,2006,6.286666666666666,6.029999999999999,0.3333333333333333,1.0,1,1,3,6,6.367103528967311,6.329221308932756,0.25,1,1,4,8
c2004,2007,7.3,7.3,1.0,1.0,1,1,2,3,7.2899857490018665,7.2899857490018665,1.0,1,1,2,3
c2004,2008,6.9525,7.05,0.875,1.0,1,1,8,8,6.919697507479269,7.009515055779515,0.875,1,1,8,8
c2004,2009,6.857142857142857,7.0,0.7142857142857143,1.0,1,1,7,8,6.914708192696513,6.969515055779516,0.75,1,1,8,9
c2004,2010,6.54875,6.5625,0.75,1.0,1,1,4,6,6.704627565687997,6.564985749001867,0.8,1,1,5,7
c2004,2011,6.885,6.935,0.5,1.0,1,1,4,5,6.885,6.904758324712519,0.5,1,1,4,5
c2004,2012,5.35,5.35,0.0,1.0,1,1,2,2,5.9431316893391,6.169499211135857,0.0,1,1,3,3
c2004,2015,6.9,6.9,0.5,1.0,1,1,2,2,6.920257519931138,6.920257519931138,0.5,1,1,2,2
c2004,2016,7.5,7.5,0.0,1.0,1,1,1,1,7.449530900423174,7.449530900423174,0.0,1,1,1,1
c2004,2017,7.11,7.11,1.0,1.0,1,1,1,2,7.059530900423174,7.059530900423174,1.0,1,1,1,2
c2004,2018,7.0,7.0,1.0,1.0,1,1,1,1,7.090984139439102,7.090984139439102,1.0,1,1,1,1
c2012,2024,4.346666666666667,4.3,0.6666666666666666,1.0,1,1,3,4,4.323167466142302,4.2899857490018665,0.6666666666666666,1,1,3,4
c2016,2008,2.6,2.6,0.0,1.0,1,1,1,2,2.5899857490018667,2.5899857490018667,0.0,1,1,1,2
c2016,2011,2.08,2.08,0.0,1.0,1,1,1,1,2.0494992111358576,2.0494992111358576,0.0,1,1,1,1
c2016,2014,2.79,2.79,0.0,1.0,1,1,1,2,2.7799857490018667,2.7799857490018667,0.0,1,1,1,2
c2016,2015,3.1,3.1,0.0,1.0,1,1,1,1,3.0899857490018667,3.0899857490018667,0.0,1,1,1,1
c2016,2016,3.3,3.3,0.0,1.0,1,1,1,1,3.2899857490018665,3.2899857490018665,0.0,1,1,1,1
c2018,2014,1.03,1.03,0.0,1.0,1,1,1,1,1.0199857490018667,1.0199857490018667,0.0,1,1,1,1
c2018,2015,0.9,0.9,1.0,1.0,1,1,1,1,0.8899857490018666,0.8899857490018666,1.0,1,1,1,1
c2018,2016,0.6,0.6,1.0,1.0,1,1,1,1,0.5899857490018665,0.5899857490018665,1.0,1,1,1,1
c2020,1989,6.7,6.7,0.0,1.0,1,1,1,1,6.669499211135857,6.669499211135857,0.0,1,1,1,1
c2020,2011,5.98,5.98,0.0,1.0,1,1,1,1,5.929530900423174,5.929530900423174,0.0,1,1,1,1
c2022,1999,1.51,1.51,1.0,1.0,1,1,1,1,1.4595309004231738,1.4595309004231738,1.0,1,1,1,1
c2022,2009,1.5,1.5,1.0,1.0,1,1,1,1,1.4899857490018666,1.4899857490018666,1.0,1,1,1,1
c2022,2010,1.6,1.6,1.0,1.0,1,1,1,1,1.5899857490018667,1.5899857490018667,1.0,1,1,1,1
c2022,2011,1.9,1.9,1.0,1.0,1,1,1,1,1.8899857490018666,1.8899857490018666,1.0,1,1,1,1
c2026,2014,5.77,5.77,0.0,1.0,1,1,1,2,5.759985749001867,5.759985749001867,0.0,1,1,1,2
c2026,2015,8.2,8.2,0.0,1.0,1,1,1,1,8.189985749001867,8.189985749001867,0.0,1,1,1,1
c2026,2016,9.5,9.5,0.0,1.0,1,1,1,1,9.489985749001868,9.489985749001868,0.0,1,1,1,1
c2028,2014,2.0,2.0,0.0,1.0,1,1,1,1,1.9899857490018666,1.9899857490018666,0.0,1,1,1,1
c2028,2015,1.7,1.7,1.0,1.0,1,1,1,1,1.6899857490018666,1.6899857490018666,1.0,1,1,1,1
c2028,2016,1.2,1.2,1.0,1.0,1,1,1,1,1.1899857490018666,1.1899857490018666,1.0,1,1,1,1
c2030,2010,10.5,10.5,0.0,1.0,1,1,1,1,10.489985749001868,10.489985749001868,0.0,1,1,1,1
c2032,2010,1.1,1.1,1.0,1.0,1,1,1,1,1.0899857490018667,1.0899857490018667,1.0,1,1,1,1
c2052,2014,1.01,1.01,0.0,1.0,1,1,1,1,0.9999857490018665,0.9999857490018665,0.0,1,1,1,1
c2052,2015,1.2,1.2,1.0,1.0,1,1,1,1,1.1899857490018666,1.1899857490018666,1.0,1,1,1,1
c2052,2016,1.4,1.4,1.0,1.0,1,1,1,1,1.3899857490018666,1.3899857490018666,1.0,1,1,1,1
c2054,2014,1.66,1.66,1.0,1.0,1,1,1,1,1.6499857490018666,1.6499857490018666,1.0,1,1,1,1
c2054,2015,1.5,1.5,1.0,1.0,1,1,1,1,1.4899857490018666,1.4899857490018666,1.0,1,1,1,1
c2054,2016,1.5,1.5,1.0,1.0,1,1,1,1,1.4899857490018666,1.4899857490018666,1.0,1,1,1,1
c2064,1977,11.6,11.6,0.0,1.0,1,1,1,1,11.589985749001867,11.589985749001867,0.0,1,1,1,1
