MIDAS,SAMPDATE,SECCHI,SECCBOT,MTB,Depth,TMAX,TMIN,DOMAX,DOMIN,MLD,maxbf,ctr_buoy,epi_temp,hypo_temp,int_ener,schmidt,thermo,whole_temp,oxic_depth,frac_anoxic,TPEC,TPBG,CHLA
5416_1,2024-05-30,2.89,N,5416.1,11.3,19.8,12.6,9.7,3.1,4,0.004537433386,5.334108744,19.73871018,13.1371285,379378120.1,44.67301028,5.074403502,18.18129464,11.3,0,,56,7.1
5814_1,2024-05-30,5.5,N,5814.1,33.8,19.6,5.7,10.6,7.1,3,0.004438546264,6.156117386,19.49092565,8.948216177,439836475.3,188.3149289,4.651458594,15.09779565,35.7,0,8,,2.7
5814_1,2024-05-30,5.2,N,5814.1,33.8,19.6,5.7,10.6,7.1,3,0.004438546264,6.156117386,19.49092565,8.948216177,439836475.3,188.3149289,4.651458594,15.09779565,35.7,0,8,,2.7
1070_5,2024-05-29,6.68,N,1070.1,39,,,,,,,,,,,,,,,,,,
3232_1,2024-05-29,5.41,N,3232.1,1.3,20.8,8.1,10.8,6.1,2,0.006452338585,4.08355933,20.78867751,9.195160692,370520621.4,109.9830987,3.391541293,15.67636589,12.8,0,9,,2.8
3232_1,2024-05-29,5.41,N,3232.1,1.3,20.8,8.1,10.8,6.1,2,0.006452338585,4.08355933,20.78867751,9.195160692,370520621.4,109.9830987,3.391541293,15.67636589,12.8,0,9,,2.8
3418_1,2024-05-29,4.7,N,3418.1,12.8,19.9,8.8,10.3,8.2,4,0.009398559801,5.410052924,19.89624873,9.955339366,485463793.6,124.0980826,4.561120197,16.24338108,12.8,0,9,,4
3418_1,2024-05-29,4.71,N,3418.1,12.8,19.9,8.8,10.3,8.2,4,0.009398559801,5.410052924,19.89624873,9.955339366,485463793.6,124.0980826,4.561120197,16.24338108,12.8,0,9,,4
3420_1,2024-05-29,5.9,N,3420.1,21.9,20.9,4.6,10.7,5.9,2,0.006918280112,3.928681596,20.88822067,6.056094053,489824478.2,338.2655113,2.925976859,11.30288153,21.9,0,10,,2.4
3420_1,2024-05-29,5.9,N,3420.1,21.9,20.9,4.6,10.7,5.9,2,0.006918280112,3.928681596,20.88822067,6.056094053,489824478.2,338.2655113,2.925976859,11.30288153,21.9,0,10,,2.4
3424_1,2024-05-29,7.07,N,3424.1,13.1,20.5,7.7,11.4,7,3,0.01026105321,4.478325526,20.5,9.024715194,460679564,131.125547,3.574266016,15.58239317,13.1,0,6,,1.9
3424_1,2024-05-29,7.12,N,3424.1,13.1,20.5,7.7,11.4,7,3,0.01026105321,4.478325526,20.5,9.024715194,460679564,131.125547,3.574266016,15.58239317,13.1,0,6,,1.9
3444_1,2024-05-29,7.15,N,3444.1,36.9,18.9,7.1,11.5,9.7,3,0.005869679034,4.943711596,18.84549403,7.932843893,609810745.5,429.3388444,3.646583259,11.40984198,36.9,0,4,,3
3448_1,2024-05-29,5.45,N,3448.1,14.6,21.3,6.7,10.6,6.8,2,0.009605735401,3.445496782,21.28994759,7.498758627,245629024,83.57650681,2.67238792,14.39942038,14.6,0,11,,2.3
3448_1,2024-05-29,5.41,N,3448.1,14.6,21.3,6.7,10.6,6.8,2,0.009605735401,3.445496782,21.28994759,7.498758627,245629024,83.57650681,2.67238792,14.39942038,14.6,0,11,,2.3
3500_1,2024-05-29,3.4,Y,3500.1,3,21.1,21.1,8.2,8.1,3.1,0,,21.1,,172815416.4,0,,21.1,3.1,0,,,
3694_1,2024-05-29,6,N,3694.1,19.8,,,,,,,,,,,,,,,,,,
3696_1,2024-05-29,7.2,N,3696.1,16.5,20.5,9.3,10.1,4.9,3,0.00819326173,4.743175088,20.4413074,11.57577351,421178951.8,104.3251671,3.578467444,16.58975061,16.5,0,,,
3696_1,2024-05-29,7.5,N,3696.1,16.5,20.5,9.3,10.1,4.9,3,0.00819326173,4.743175088,20.4413074,11.57577351,421178951.8,104.3251671,3.578467444,16.58975061,16.5,0,,,
3696_2,2024-05-29,7.35,N,3696.1,16.5,20.5,9.3,10.1,4.9,3,0.00819326173,4.743175088,20.4413074,11.57577351,421178951.8,104.3251671,3.578467444,16.58975061,16.5,0,,,
3696_2,2024-05-29,7.6,N,3696.1,16.5,20.5,9.3,10.1,4.9,3,0.00819326173,4.743175088,20.4413074,11.57577351,421178951.8,104.3251671,3.578467444,16.58975061,16.5,0,,,
3746_1,2024-05-29,3.71,Y,3746.1,4.3,,,,,,,,,,,,,,,,,,
3746_1,2024-05-29,3.71,Y,3746.1,4.3,,,,,,,,,,,,,,,,,,
3992_1,2024-05-29,2.65,N,3992.1,8.8,21.7,9.5,7.9,3.6,2,0.01231958153,3.052970923,21.67563862,10.01817116,248979638.1,39.46056554,2.540139335,18.01259012,8.8,0,,,
3992_1,2024-05-29,2.87,N,3992.1,8.8,21.7,9.5,7.9,3.6,2,0.01231958153,3.052970923,21.67563862,10.01817116,248979638.1,39.46056554,2.540139335,18.01259012,8.8,0,,,
3992_1,2024-05-29,2.6,N,3992.1,8.8,21.7,9.5,7.9,3.6,2,0.01231958153,3.052970923,21.67563862,10.01817116,248979638.1,39.46056554,2.540139335,18.01259012,8.8,0,,,
3992_1,2024-05-29,3.12,N,3992.1,8.8,21.7,9.5,7.9,3.6,2,0.01231958153,3.052970923,21.67563862,10.01817116,248979638.1,39.46056554,2.540139335,18.01259012,8.8,0,,,
4222_1,2024-05-29,7.36,N,4222.1,18.3,13.8,5.3,12.1,10.3,3,0.001921924633,5.436037052,13.74737769,6.63677214,429143643,122.3805524,4.368849484,9.631934662,18.3,0,,,
4336_1,2024-05-29,6.45,N,4336.1,8.4,,,,,,,,,,,,,,,,,,
4630_1,2024-05-29,5.7,N,4630.1,13.4,18.8,12.2,9.3,7.9,6,0.003768707518,5.605672799,18.13064372,12.60684888,308035434.4,31.05003172,6.52473397,17.31933294,13.4,0,,,
4630_1,2024-05-29,5.9,N,4630.1,13.4,18.8,12.2,9.3,7.9,6,0.003768707518,5.605672799,18.13064372,12.60684888,308035434.4,31.05003172,6.52473397,17.31933294,13.4,0,,,
5254_3,2024-05-29,3.45,N,5254.1,7.9,,,,,,,,,,,,,,,,,,
9931_1,2024-05-29,8.65,N,9931.1,14.9,19.6,11.8,11.1,6.4,5,0.006435541182,6.285043085,18.97642895,12.58564286,416522534.1,59.29693446,7.417287955,18.02966522,14.9,0,,,
9931_1,2024-05-29,8.77,N,9931.1,14.9,19.6,11.8,11.1,6.4,5,0.006435541182,6.285043085,18.97642895,12.58564286,416522534.1,59.29693446,7.417287955,18.02966522,14.9,0,,,
2336_1,2024-05-28,3.95,N,2336.1,6.1,,,,,,,,,,,,,,,,,,
3130_1,2024-05-28,4.21,N,3130.1,13.4,20.2,8.8,9.3,7.8,2,0.006450523215,4.298017477,20.2,9.562929361,339030577.5,84.80255324,3.664651952,16.49315776,13.4,0,11,,4.8
3130_1,2024-05-28,4.25,N,3130.1,13.4,20.2,8.8,9.3,7.8,2,0.006450523215,4.298017477,20.2,9.562929361,339030577.5,84.80255324,3.664651952,16.49315776,13.4,0,11,,4.8
3132_1,2024-05-28,5.3,N,3132.1,18,20.8,7.8,10.5,8,3,0.008284200617,4.570201184,20.75447552,8.989479688,374264553.2,131.5816485,3.682861081,15.91663557,18.1,0,9,,4.1
3132_1,2024-05-28,5.3,N,3132.1,18,20.8,7.8,10.5,8,3,0.008284200617,4.570201184,20.75447552,8.989479688,374264553.2,131.5816485,3.682861081,15.91663557,18.1,0,9,,4.1
3454_1,2024-05-28,5.95,N,3454.1,15.2,19.5,10.6,9.4,6.6,3,0.003739838407,4.715290768,19.45470146,12.05788699,418062371.8,70.88972947,4.103908781,16.52948489,15.2,0,7,,4.3
3454_1,2024-05-28,5.89,N,3454.1,15.2,19.5,10.6,9.4,6.6,3,0.003739838407,4.715290768,19.45470146,12.05788699,418062371.8,70.88972947,4.103908781,16.52948489,15.2,0,7,,4.3
3714_1,2024-05-28,3.35,N,3714.1,12.2,20.9,9.3,8.8,4.7,2,0.01005346769,3.303107806,20.86906573,10.33019166,324629195.8,83.34687556,2.540936314,15.91389328,12.5,0,,,
3714_3,2024-05-28,6.45,N,3714.2,15.8,19.9,8.6,9.4,0.3,3,0.008239786994,4.397651075,19.69231075,10.58576578,396316631.3,109.9661635,3.545674143,15.46440989,12.7,0.06718031011,,,
3714_4,2024-05-28,7.65,N,3714.4,8.5,20.1,9,8.5,0.3,2,0.004221666067,4.203443367,19.3024086,9.315557202,238154526.3,18.26212453,6.201694847,18.53318549,7.7,0.01119236465,,,
4606_1,2024-05-28,9.45,N,4606.1,33.5,16.2,9,11.7,10,9,0.005145510566,9.324977099,16.0025057,9.306368246,728321067.6,289.6012766,9.497634167,13.37368184,33.5,0,,,
4606_1,2024-05-28,9.4,N,4606.1,33.5,16.2,9,11.7,10,9,0.005145510566,9.324977099,16.0025057,9.306368246,728321067.6,289.6012766,9.497634167,13.37368184,33.5,0,,,
5272_1,2024-05-28,5.6,N,5272.1,18.2,19.3,9.2,10.1,4,3,0.004086863146,5.321451127,19.23957656,10.79549978,549135562.8,187.0453177,3.879766371,14.67917094,24.4,0,,,
5272_2,2024-05-28,5.9,N,5272.2,32.3,19.4,6,9.9,8.2,5,0.009527380421,7.382988781,19.34589934,9.808903992,535849307.5,268.0541786,5.49888067,15.11500563,32.3,0,,,
5349_2,2024-05-28,4.7,N,5349.1,8.2,,,,,,,,,,,,,,,,,,
539_1,2024-05-27,1.8,N,539.1,,,,,,,,,,,,,,,,,,,
539_1,2024-05-27,1.8,N,539.1,,,,,,,,,,,,,,,,,,,
5410_1,2024-05-27,5.7,N,5410.1,30.5,,,,,,,,,,,,,,,,,,
70_1,2024-05-26,5.54,N,70.1,6.7,20,13.7,9.9,8.9,4,0.003687064369,4.446699724,19.82258966,13.99973191,330595440.6,19.18006751,5.192836124,18.78129497,6.7,0,,,
758_1,2024-05-26,5.65,N,758.1,11,,,,,,,,,,,,,,,,,,
3174_1,2024-05-26,6.22,N,3174.1,13.4,21.6,6.2,12.8,0.2,,,,,,,,,,13.4,0,,,
3178_1,2024-05-26,3.1,N,3178.1,6.4,,,,,,,,,,,,,,,,,,
3272_1,2024-05-26,6.43,N,3272.1,1.6,,,,,,,,,,,,,,,,,,
3272_1,2024-05-26,6.04,N,3272.1,1.6,,,,,,,,,,,,,,,,,,
3392_1,2024-05-26,5.82,N,3392.1,19.5,21.1,7.6,9.9,4.7,1,0.006477148722,4.746391228,19.1569243,9.390159698,448202188.9,154.5520656,6.315071723,16.00614566,19.5,0,,,
3440_1,2024-05-26,4.73,N,3440.1,7.6,,,,,,,,,,,,,,,,,,
3504_1,2024-05-26,4.32,N,3504.1,13.1,19.7,9.9,8.4,6.4,5,0.006848010023,5.38162001,19.60921991,10.80792035,234116645.6,19.35611248,5.478826522,18.77385744,13.1,0,,,
3526_1,2024-05-26,2.8,Y,3526.1,3.7,20.2,19.9,10.2,9.9,3.7,0.0008150445044,1.415814612,20.07505901,,191155158.6,0.50094275,,20.07505901,3.7,0,,,
3594_1,2024-05-26,7.6,N,3594.1,14.9,,,,,,,,,,,,,,,,,,
3604_1,2024-05-26,3.53,N,3604.1,16.5,21.2,8.6,11.6,6.9,1,0.005117870247,3.750719089,21.2,9.405833145,508469728.1,198.3771246,2.778931193,14.17450676,16.5,0,,,
3758_1,2024-05-26,4.32,N,3758.1,10.7,21.4,11.5,9.1,5.9,1,0.00480555252,3.612617056,21.4,12.29998658,298759586.9,52.15970843,3.526672958,17.99773134,10.7,0,,,
3758_1,2024-05-26,4.3,N,3758.1,10.7,21.4,11.5,9.1,5.9,1,0.00480555252,3.612617056,21.4,12.29998658,298759586.9,52.15970843,3.526672958,17.99773134,10.7,0,,,
3762_1,2024-05-26,6.15,N,3762.1,20.1,,,,,,,,,,,,,,,,,,
3818_1,2024-05-26,6.9,N,3818.1,9.8,,,,,,,,,,,,,,,,,,
3998_1,2024-05-26,8.02,N,3998.1,13.1,,,,,,,,,,,,,,,,,,
4306_1,2024-05-26,8.75,N,4306.1,22.9,,,,,,,,,,,,,,,,,,
4444_1,2024-05-26,5.05,N,4444.1,8.2,19.7,12.8,9.7,5.6,3,0.003890935554,4.437072774,19.64017775,13.32382462,380122354.7,39.02446052,3.989145533,17.82146358,8.2,0,,,
5294_1,2024-05-26,10.8,N,5294.1,18.9,,,,,,,,,,,,,,,,,,
5294_1,2024-05-26,10.5,N,5294.1,18.9,,,,,,,,,,,,,,,,,,
5372_1,2024-05-26,3.35,N,5372.1,10.4,20.9,6.8,14.9,0.1,,,,,,,,,,4.3,0.3399015206,,,
80_1,2024-05-25,2.4,N,80.1,8.5,,,,,,,,,,,,,,,,,,
80_1,2024-05-25,2.4,N,80.1,8.5,,,,,,,,,,,,,,,,,,
80_2,2024-05-25,2.8,N,80.1,8.5,,,,,,,,,,,,,,,,,,
80_2,2024-05-25,2.8,N,80.1,8.5,,,,,,,,,,,,,,,,,,
3420_1,2024-05-25,5.3,N,3420.1,21.9,,,,,,,,,,,,,,,,,,
3532_1,2024-05-25,4.6,N,3532.1,12.2,,,,,,,,,,,,,,,,,,
3796_1,2024-05-25,3.95,N,3796.1,5.8,20.8,15.6,8.9,4,1,0.004774553619,3.423291594,20.2700924,15.6,292457127.1,12.51364777,4.390504018,19.56662539,5.8,0,,,
3796_1,2024-05-25,3.93,N,3796.1,5.8,20.8,15.6,8.9,4,1,0.004774553619,3.423291594,20.2700924,15.6,292457127.1,12.51364777,4.390504018,19.56662539,5.8,0,,,
3796_2,2024-05-25,4.15,N,3796.1,5.8,20.8,15.6,8.9,4,1,0.004774553619,3.423291594,20.2700924,15.6,292457127.1,12.51364777,4.390504018,19.56662539,5.8,0,,,
3796_2,2024-05-25,4.3,N,3796.1,5.8,20.8,15.6,8.9,4,1,0.004774553619,3.423291594,20.2700924,15.6,292457127.1,12.51364777,4.390504018,19.56662539,5.8,0,,,
5348_1,2024-05-25,5.9,N,5348.1,8.2,,,,,,,,,,,,,,,,,,
5352_1,2024-05-25,6.55,N,5352.1,17.4,,,,,,,,,,,,,,,,,,
5536_1,2024-05-25,5.5,Y,5536.1,12.5,,,,,,,,,,,,,,,,,,
3234_1,2024-05-24,4.7,N,3234.1,1.5,22.4,7.4,10.3,7.2,1,0.009547622821,2.827318284,22.4,8.228775944,452214107.5,188.7453,1.637303808,13.09613399,14.3,0,9,,1.9
3234_1,2024-05-24,4.75,N,3234.1,1.5,22.4,7.4,10.3,7.2,1,0.009547622821,2.827318284,22.4,8.228775944,452214107.5,188.7453,1.637303808,13.09613399,14.3,0,9,,1.9
3416_1,2024-05-24,6.03,N,3416.1,12.8,19.9,7.9,11.2,7,1,0.006077398456,2.992056554,19.9,8.853657573,427737664.5,120.4753432,1.71557588,12.91837224,12.8,0,7,,2.2
3416_1,2024-05-24,5.99,N,3416.1,12.8,19.9,7.9,11.2,7,1,0.006077398456,2.992056554,19.9,8.853657573,427737664.5,120.4753432,1.71557588,12.91837224,12.8,0,7,,2.2
3452_1,2024-05-24,3.81,N,3452.1,19.8,21.5,7.2,11,9.4,1,0.005826342737,3.359564459,21.5,8.210486451,536694940.7,274.7581716,2.369458229,12.42516223,20.1,0,10,,3.4
3452_1,2024-05-24,3.83,N,3452.1,19.8,21.5,7.2,11,9.4,1,0.005826342737,3.359564459,21.5,8.210486451,536694940.7,274.7581716,2.369458229,12.42516223,20.1,0,10,,3.4
3802_1,2024-05-24,5.4,N,3802.1,9.8,21.8,9,9.2,3.8,2,0.006552646141,3.877551389,21.8,9.286977475,310830331.8,67.97656514,2.777908204,17.83006192,9.8,0,2,,1
4294_1,2024-05-24,8.02,N,4294.1,51.8,20.3,5.3,11.4,9.4,2,0.004948122033,5.191736018,16.37052483,7.798399024,601649943.7,436.9715948,7.251667197,12.43576768,51.8,0,,,
4294_1,2024-05-24,7.33,N,4294.1,51.8,20.3,5.3,11.4,9.4,2,0.004948122033,5.191736018,16.37052483,7.798399024,601649943.7,436.9715948,7.251667197,12.43576768,51.8,0,,,
5184_1,2024-05-24,4.25,N,5184.1,6.7,,,,,,,,,,,,,,,,,,
1892_1,2024-05-23,2.7,N,1892.1,3,,,,,,,,,,,,,,,,,,
1896_1,2024-05-23,2.75,N,1896.1,17.7,,,,,,,,,,,,,,,,,,
3432_1,2024-05-23,6.2,N,3432.1,17.1,21.1,6.4,12.1,6.8,1,0.005216418775,3.405688165,21.1,7.778492224,450136407,190.4749773,3.125611304,12.92953304,17.1,0,,,
4622_1,2024-05-23,10.42,N,4622.1,34.4,15.4,8,11.3,10.4,34.4,0.001039368819,7.817683786,15.27917073,13.04505601,274257740.5,45.28456611,1.84277067,13.82740754,34.4,0,,,
4622_1,2024-05-23,10.55,N,4622.1,34.4,15.4,8,11.3,10.4,34.4,0.001039368819,7.817683786,15.27917073,13.04505601,274257740.5,45.28456611,1.84277067,13.82740754,34.4,0,,,
4624_1,2024-05-23,8.85,N,4624.1,20.1,17.4,9.9,10.4,8.2,2,0.002324609153,6.080312602,16.24418495,10.31787458,434520162.7,93.26496586,8.271192469,14.76817049,20.1,0,4,,1
4624_1,2024-05-23,8.8,N,4624.1,20.1,17.4,9.9,10.4,8.2,2,0.002324609153,6.080312602,16.24418495,10.31787458,434520162.7,93.26496586,8.271192469,14.76817049,20.1,0,4,,1
4816_1,2024-05-23,3.1,Y,4816.1,5,21,18.4,10.1,8.9,1,0.003109618143,2.099317197,21,18.4,223036696.6,5.290133211,2.249010282,20.17301538,4.6,0,,,
4820_1,2024-05-23,2.8,Y,4820.1,3,21.7,20.4,8.8,8.7,1,0.002775786934,1.5,21.7,20.4,170474907.3,1.415332877,1.5,21.30951536,3.1,0,,,
9683_1,2024-05-23,7.4,N,9683.1,21.6,20.7,6.5,11.8,9.4,1,0.006184085157,3.863228115,20.02118578,7.945468338,429478036.9,205.5770241,3.692173461,13.36672698,21.6,0,,,
9683_1,2024-05-23,7.35,N,9683.1,21.6,20.7,6.5,11.8,9.4,1,0.006184085157,3.863228115,20.02118578,7.945468338,429478036.9,205.5770241,3.692173461,13.36672698,21.6,0,,,
9683_2,2024-05-23,5.75,Y,9683.1,21.6,20.7,6.5,11.8,9.4,1,0.006184085157,3.863228115,20.02118578,7.945468338,429478036.9,205.5770241,3.692173461,13.36672698,21.6,0,,,
9683_2,2024-05-23,5.7,Y,9683.1,21.6,20.7,6.5,11.8,9.4,1,0.006184085157,3.863228115,20.02118578,7.945468338,429478036.9,205.5770241,3.692173461,13.36672698,21.6,0,,,
2286_1,2024-05-22,3.7,N,2286.1,4.9,,,,,,,,,,,,,,,,,,
2294_1,2024-05-22,2.95,N,2294.1,4.3,,,,,,,,,,,,,,,,,,
3182_1,2024-05-22,6.15,N,3182.1,22.9,,,,,,,,,,,,,,,,,,
3199_1,2024-05-22,6.88,N,3199.1,9.8,20.6,5.2,11.8,5.9,1,0.006777623478,2.749882662,20.6,6.454486673,273200983.8,79.12235904,2.17903656,13.73847267,10.1,0,5,,1.8
3199_1,2024-05-22,6.91,N,3199.1,9.8,20.6,5.2,11.8,5.9,1,0.006777623478,2.749882662,20.6,6.454486673,273200983.8,79.12235904,2.17903656,13.73847267,10.1,0,5,,1.8
3201_1,2024-05-22,6.04,N,3201.1,1.5,21.1,4.9,10,0,1,0.008069958191,2.465385488,21.1,6.437466866,265201276.1,89.26155088,1.930932892,13.22466193,14.2,0.007130539496,6,,2.1
3201_1,2024-05-22,6,N,3201.1,1.5,21.1,4.9,10,0,1,0.008069958191,2.465385488,21.1,6.437466866,265201276.1,89.26155088,1.930932892,13.22466193,14.2,0.007130539496,6,,2.1
3434_1,2024-05-22,4.53,N,3434.1,14.6,18.5,8.8,10.5,6.4,3,0.003850132703,5.004293369,18.39763315,10.43460927,372273751.3,76.05274218,4.338061704,15.26853163,14.6,0,,,
4452_1,2024-05-22,9.1,N,4452.1,11.9,17,10.8,10.5,9.2,4,0.002842714117,5.091169079,16.65671252,11.49201212,330625378.4,38.1524327,4.711893356,15.15305361,11.9,0,,,
4452_1,2024-05-22,9.1,N,4452.1,11.9,17,10.8,10.5,9.2,4,0.002842714117,5.091169079,16.65671252,11.49201212,330625378.4,38.1524327,4.711893356,15.15305361,11.9,0,,,
4738_1,2024-05-22,4.05,N,4738.1,7.62,,,,,,,,,,,,,,,,7,,1.8
4752_1,2024-05-22,6.8,Y,4752.1,7.92,,,,,,,,,,,,,,,,6,,2.15
4752_1,2024-05-22,6.8,Y,4752.1,7.92,,,,,,,,,,,,,,,,6,,2.15
5182_1,2024-05-22,5.15,N,5182.1,24.4,20.7,5.3,10.3,6.7,1,0.005608056139,3.680237632,20.7,7.608554294,426884943.6,195.5768466,2.369919003,12.98707876,24.4,0,7,,1.7
5182_1,2024-05-22,5.4,N,5182.1,24.4,20.7,5.3,10.3,6.7,1,0.005608056139,3.680237632,20.7,7.608554294,426884943.6,195.5768466,2.369919003,12.98707876,24.4,0,7,,1.7
5186_1,2024-05-22,7.05,N,5186.1,23.2,19.8,9.2,10.4,8.7,2,0.004841217869,4.08080673,19.76779028,10.38436953,497576289.7,189.1518376,3.125352087,14.0297265,23.2,0,4,,2.1
5186_1,2024-05-22,6.9,N,5186.1,23.2,19.8,9.2,10.4,8.7,2,0.004841217869,4.08080673,19.76779028,10.38436953,497576289.7,189.1518376,3.125352087,14.0297265,23.2,0,4,,2.1
5654_1,2024-05-22,10.55,N,5654.1,32.3,19.8,4.1,11.9,4.8,,,,,,,,,,32.3,0,7,,1
5654_1,2024-05-22,10.5,N,5654.1,32.3,19.8,4.1,11.9,4.8,,,,,,,,,,32.3,0,7,,1
5666_2,2024-05-22,6.6,N,5666.1,11.3,21.1,8.1,9.5,1.7,1,0.006770404498,3.644532721,21.1,10.29310337,255966626.4,34.42531313,2.487966705,18.08814296,10.7,0.00614584132,7,13,2.2
5666_2,2024-05-22,6.5,N,5666.1,11.3,21.1,8.1,9.5,1.7,1,0.006770404498,3.644532721,21.1,10.29310337,255966626.4,34.42531313,2.487966705,18.08814296,10.7,0.00614584132,7,13,2.2
367_1,2024-05-21,4.29,N,367.1,9.4,19.3,7.1,10.6,1.4,1,0.006399467846,2.921769579,19.3,7.964816539,324293345.1,77.63479701,2.480496874,13.30808402,8.7,0.1465443882,,,
367_1,2024-05-21,4.1,N,367.1,9.4,19.3,7.1,10.6,1.4,1,0.006399467846,2.921769579,19.3,7.964816539,324293345.1,77.63479701,2.480496874,13.30808402,8.7,0.1465443882,,,
435_1,2024-05-21,3.86,Y,435.1,3.4,18.6,18,9.6,9.5,3.4,0.0007433249742,1.829442611,18.43572379,,159239526,0.6333825218,,18.43572379,3.4,0,,,
1284_1,2024-05-21,5.3,N,1284.1,7,,,,,,,,,,,,,,,,7,,1.9
1286_2,2024-05-21,6,N,1286.1,7.3,18.8,11.5,9.5,7.3,4,0.003997260881,4.850954753,18.60121503,12.92684539,228395442.2,7.768698769,4.585827087,18.07206968,7.6,0,9,,2.4
1288_2,2024-05-21,6.1,N,1288.1,21.3,,,,,,,,,,,,,,,,3,,1.9
2146_1,2024-05-21,9.76,N,2146.1,31.7,,,,,,,,,,,,,,,,,,
2146_2,2024-05-21,7.48,N,2146.2,17,,,,,,,,,,,,,,,,,,
3300_1,2024-05-21,5.91,N,3300.1,44.2,,,,,,,,,,,,,,,,,,
3300_2,2024-05-21,4.52,N,3300.1,44.2,,,,,,,,,,,,,,,,,,
3300_3,2024-05-21,5.52,N,3300.1,44.2,,,,,,,,,,,,,,,,,,
3300_4,2024-05-21,5.2,N,3300.1,44.2,,,,,,,,,,,,,,,,,,
3300_5,2024-05-21,5.71,N,3300.1,44.2,,,,,,,,,,,,,,,,,,
3302_5,2024-05-21,5.54,N,3302.1,40.2,,,,,,,,,,,,,,,,,,
3700_1,2024-05-21,3.66,N,3700.1,20.7,,,,,,,,,,,,,,,,,,
3700_1,2024-05-21,3.53,N,3700.1,20.7,,,,,,,,,,,,,,,,,,
3802_1,2024-05-21,4.8,N,3802.1,9.8,,,,,,,,,,,,,,,,,,
3816_1,2024-05-21,4.7,N,3816.1,5.5,,,,,,,,,,,,,,,,,,
4452_1,2024-05-21,8.97,N,4452.1,11.9,16,10.6,10.9,9.1,4,0.003408613959,5.562778337,15.91308495,11.97029712,318633933.9,30.88787323,4.549751821,14.60202576,11.9,0,,,
4612_1,2024-05-21,6.4,N,4612.1,14.3,19.6,9,10.2,7.7,2,0.003969146324,4.110499906,19.57764123,9.656588346,250857677,37.75812184,6.063822838,16.94142761,11.3,0,,,
4612_1,2024-05-21,6.85,N,4612.1,14.3,19.6,9,10.2,7.7,2,0.003969146324,4.110499906,19.57764123,9.656588346,250857677,37.75812184,6.063822838,16.94142761,11.3,0,,,
4822_1,2024-05-21,4.25,N,4822.1,10.1,17,10.5,10.2,1.6,4,0.002864649809,5.500751593,16.9669195,11.44262179,407018813.5,45.04353468,4.549387672,15.30345921,9.2,0.1479135016,,,
4822_1,2024-05-21,4.22,N,4822.1,10.1,17,10.5,10.2,1.6,4,0.002864649809,5.500751593,16.9669195,11.44262179,407018813.5,45.04353468,4.549387672,15.30345921,9.2,0.1479135016,,,
5448_1,2024-05-21,4.6,N,5448.1,26.8,16.5,8.5,10.9,9.3,4,0.002619031815,5.902760322,15.95861561,9.847768382,524283127.4,162.0755083,5.363812029,12.76080317,26,0.001383125864,15,,3.5
5448_1,2024-05-21,4.65,N,5448.1,26.8,16.5,8.5,10.9,9.3,4,0.002619031815,5.902760322,15.95861561,9.847768382,524283127.4,162.0755083,5.363812029,12.76080317,26,0.001383125864,15,,3.5
5780_1,2024-05-21,5.83,N,5780.1,18.1,17.5,9.7,10.1,9.1,5,0.003467405994,6.637126526,17.10269733,11.17272561,489697653.4,99.06419883,5.595417271,15.06250169,18,0.0173679659,6.333333333,,2.466666667
5780_1,2024-05-21,5.87,N,5780.1,18.1,17.5,9.7,10.1,9.1,5,0.003467405994,6.637126526,17.10269733,11.17272561,489697653.4,99.06419883,5.595417271,15.06250169,18,0.0173679659,6.333333333,,2.466666667
5780_2,2024-05-21,6.32,N,5780.1,18.1,17.5,9.7,10.1,9.1,5,0.003467405994,6.637126526,17.10269733,11.17272561,489697653.4,99.06419883,5.595417271,15.06250169,18,0.0173679659,6.333333333,,2.466666667
5780_2,2024-05-21,6.35,N,5780.1,18.1,17.5,9.7,10.1,9.1,5,0.003467405994,6.637126526,17.10269733,11.17272561,489697653.4,99.06419883,5.595417271,15.06250169,18,0.0173679659,6.333333333,,2.466666667
5780_3,2024-05-21,6.35,N,5780.1,18.1,17.5,9.7,10.1,9.1,5,0.003467405994,6.637126526,17.10269733,11.17272561,489697653.4,99.06419883,5.595417271,15.06250169,18,0.0173679659,6.333333333,,2.466666667
5780_3,2024-05-21,6.35,N,5780.1,18.1,17.5,9.7,10.1,9.1,5,0.003467405994,6.637126526,17.10269733,11.17272561,489697653.4,99.06419883,5.595417271,15.06250169,18,0.0173679659,6.333333333,,2.466666667
7437_1,2024-05-21,5.35,N,7437.1,13.4,,,,,,,,,,,,,,,,6,,1.9
9685_1,2024-05-21,5.35,N,9685.1,13.4,17.1,10.7,10.2,8.8,3,0.002665352947,4.674190996,16.94148426,11.28649242,318936253.5,38.01774532,4.503254476,15.18575242,13.4,0,5,,2.6
9685_1,2024-05-21,5.35,N,9685.1,13.4,17.1,10.7,10.2,8.8,3,0.002665352947,4.674190996,16.94148426,11.28649242,318936253.5,38.01774532,4.503254476,15.18575242,13.4,0,5,,2.6
9943_1,2024-05-21,2.55,N,9943.1,3.4,18.6,15.4,8.9,4.4,2,0.004529127788,2.330179297,18.55942846,15.4,170548251.2,2.882425013,2.443039744,18.01916494,3.4,0,,,
